OrderID,Date,City,Category,Product,Quantity,Price
966,16-07-2024,Mumbai,Groceries,Milk,9,54
967,3/5/2024,Delhi,Groceries,Bread,12,36
968,20-11-2024,Chennai,Clothing,Jeans,8,1678
969,1/3/2024,Chennai,Clothing,T-Shirt,7,1028
970,15-09-2024,Chennai,Clothing,Jeans,7,3436
971,15-12-2024,Mumbai,Electronics,Laptop,2,97228
972,2/12/2024,Mumbai,Groceries,Rice,11,499
973,20-02-2024,Mumbai,Electronics,Phone,4,42103
974,4/2/2024,Kolkata,Clothing,Jeans,5,1508
975,14-12-2024,Bangalore,Groceries,Milk,11,66
976,18-02-2024,Delhi,Groceries,Bread,11,57
977,17-09-2024,Chennai,Clothing,Jeans,7,2244
978,16-09-2024,Chennai,Groceries,Milk,12,74
979,8/5/2024,Kolkata,Electronics,Headphones,3,4405
980,9/4/2024,Kolkata,Groceries,Bread,9,65
981,30-06-2024,Kolkata,Groceries,Rice,8,499
982,26-02-2024,Delhi,Electronics,Headphones,3,5247
983,31-05-2024,Kolkata,Electronics,Laptop,2,83578
984,31-07-2024,Chennai,Electronics,Laptop,1,80428
985,29-12-2024,Delhi,Clothing,Jeans,8,2792
986,7/12/2024,Chennai,Electronics,Headphones,2,1634
987,7/8/2024,Kolkata,Groceries,Rice,9,299
988,1/12/2024,Chennai,Clothing,Jacket,6,5038
989,15-04-2024,Delhi,Clothing,T-Shirt,8,1059
990,10/3/2024,Bangalore,Electronics,Headphones,2,6136
991,27-10-2024,Delhi,Clothing,T-Shirt,7,911
992,16-04-2024,Delhi,Electronics,Laptop,1,48928
993,28-12-2024,Mumbai,Clothing,Jacket,5,2247
994,7/1/2024,Delhi,Clothing,T-Shirt,5,867
995,8/6/2024,Chennai,Electronics,Headphones,2,5891
996,22-05-2024,Kolkata,Clothing,Jacket,5,1668
997,2/6/2024,Mumbai,Groceries,Rice,11,499
998,21-05-2024,Mumbai,Electronics,Phone,2,51028
999,9/11/2024,Mumbai,Electronics,Headphones,2,1289
1000,10/5/2024,Kolkata,Groceries,Milk,10,76
